Action,Cap,FRA,Game,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time
5m shot - Saved,2.0,3,5,3,NZL,2.0,MILLOT E,3 - 3,119,FRA,1:59
5m shot - Missed,6.0,3,5,3,NZL,2.0,LANDRY S,3 - 3,97,NZL,1:37
20 sec. exclusion in field,10.0,3,5,3,NZL,2.0,DANCE L,3 - 3,97,NZL,1:37
Time-Out,,3,5,3,NZL,2.0,,3 - 3,97,FRA,1:37
Action shot - Post,12.0,3,5,3,NZL,2.0,JASKOVA M,3 - 3,68,FRA,1:08
Turnover foul,12.0,3,5,3,NZL,2.0,MYLES J,3 - 3,56,NZL,0:56
20 sec. exclusion in field,8.0,3,5,3,NZL,2.0,LOPES DA SILVA C,3 - 3,55,NZL,0:55
Turnover foul,2.0,3,5,3,NZL,2.0,MILLOT E,3 - 3,31,FRA,0:31
Steal,4.0,3,5,3,NZL,2.0,LEWIS D,3 - 3,31,NZL,0:31
Time-Out,,3,5,3,NZL,2.0,,3 - 3,30,NZL,0:30
Action shot - Goal,3.0,3,5,4,NZL,2.0,PATTISON S,4 - 3,14,NZL,0:14
5m shot - Goal,5.0,4,5,4,NZL,2.0,GUILLET L,4 - 4,1,FRA,0:01
Starting goalkeeper,1.0,4,5,4,NZL,3.0,MILLAR B,4 - 4,480,NZL,8:00
Starting goalkeeper,1.0,4,5,4,NZL,3.0,DERENTY L,4 - 4,480,FRA,8:00
Sprint won possession,4.0,4,5,4,NZL,3.0,SACRE A,4 - 4,480,FRA,8:00
Action shot - Saved,4.0,4,5,4,NZL,3.0,SACRE A,4 - 4,452,FRA,7:32
Turnover foul,3.0,4,5,4,NZL,3.0,PATTISON S,4 - 4,424,NZL,7:04
Steal,2.0,4,5,4,NZL,3.0,MILLOT E,4 - 4,424,FRA,7:04
Turnover foul,5.0,4,5,4,NZL,3.0,GUILLET L,4 - 4,406,FRA,6:46
Steal,6.0,4,5,4,NZL,3.0,LANDRY S,4 - 4,406,NZL,6:46
5m shot - Blocked,8.0,4,5,4,NZL,3.0,LOPES DA SILVA C,4 - 4,384,NZL,6:24
5m shot - Goal,2.0,5,5,4,NZL,3.0,MILLOT E,4 - 5,361,FRA,6:01
Turnover foul,2.0,5,5,4,NZL,3.0,LEWIS N,4 - 5,342,NZL,5:42
Action shot - Saved,5.0,5,5,4,NZL,3.0,GUILLET L,4 - 5,327,FRA,5:27
Turnover foul,3.0,5,5,4,NZL,3.0,BACHELIER L,4 - 5,305,FRA,5:05
20 sec. exclusion in centre,5.0,5,5,4,NZL,3.0,GUILLET L,4 - 5,287,FRA,4:47
Turnover foul,4.0,5,5,4,NZL,3.0,LEWIS D,4 - 5,267,NZL,4:27
Steal,2.0,5,5,4,NZL,3.0,MILLOT E,4 - 5,267,FRA,4:27
5m shot - Missed,2.0,5,5,4,NZL,3.0,MILLOT E,4 - 5,246,FRA,4:06
Turnover foul,12.0,5,5,4,NZL,3.0,MYLES J,4 - 5,219,NZL,3:39
Steal,1.0,5,5,4,NZL,3.0,DERENTY L,4 - 5,219,FRA,3:39
20 sec. exclusion in centre,9.0,5,5,4,NZL,3.0,STONEMAN E,4 - 5,201,NZL,3:21
Extra player shot - Saved,3.0,5,5,4,NZL,3.0,BACHELIER L,4 - 5,185,FRA,3:05
5m shot - Goal,6.0,5,5,5,NZL,3.0,LANDRY S,5 - 5,173,NZL,2:53
20 sec. exclusion in centre,11.0,5,5,5,NZL,3.0,HUDSON K,5 - 5,147,NZL,2:27
5m shot - Post,2.0,5,5,5,NZL,3.0,MILLOT E,5 - 5,126,FRA,2:06
5m shot - Blocked,6.0,5,5,5,NZL,3.0,LANDRY S,5 - 5,99,NZL,1:39
Turnover foul,8.0,5,5,5,NZL,3.0,TARDY M,5 - 5,77,FRA,1:17
Steal,4.0,5,5,5,NZL,3.0,LEWIS D,5 - 5,77,NZL,1:17
Action shot - Saved,8.0,5,5,5,NZL,3.0,LOPES DA SILVA C,5 - 5,54,NZL,0:54
20 sec. exclusion in centre,8.0,5,5,5,NZL,3.0,LOPES DA SILVA C,5 - 5,38,NZL,0:38
Extra player shot - Goal,8.0,6,5,5,NZL,3.0,TARDY M,5 - 6,19,FRA,0:19
Time-Out,,6,5,5,NZL,3.0,,5 - 6,19,NZL,0:19
Turnover foul,2.0,6,5,5,NZL,3.0,LEWIS N,5 - 6,7,NZL,0:07
Time-Out,,6,5,5,NZL,3.0,,5 - 6,7,FRA,0:07
5m shot - Missed,4.0,6,5,5,NZL,3.0,SACRE A,5 - 6,1,FRA,0:01
Starting goalkeeper,1.0,6,5,5,NZL,4.0,MILLAR B,5 - 6,480,NZL,8:00
Starting goalkeeper,1.0,6,5,5,NZL,4.0,DERENTY L,5 - 6,480,FRA,8:00
Sprint won possession,6.0,6,5,5,NZL,4.0,LANDRY S,5 - 6,480,NZL,8:00
20 sec. exclusion in centre,7.0,6,5,5,NZL,4.0,BARBIEUX M,5 - 6,468,FRA,7:48
Extra player shot - Goal,8.0,6,5,6,NZL,4.0,LOPES DA SILVA C,6 - 6,453,NZL,7:33
Turnover foul,5.0,6,5,6,NZL,4.0,GUILLET L,6 - 6,437,FRA,7:17
5m shot - Missed,6.0,6,5,6,NZL,4.0,LANDRY S,6 - 6,410,NZL,6:50
5m shot - Saved,12.0,6,5,6,NZL,4.0,MYLES J,6 - 6,358,NZL,5:58
5m shot - Missed,4.0,6,5,6,NZL,4.0,SACRE A,6 - 6,333,FRA,5:33
20 sec. exclusion in centre,8.0,6,5,6,NZL,4.0,TARDY M,6 - 6,306,FRA,5:06
Extra player shot - Post,2.0,6,5,6,NZL,4.0,LEWIS N,6 - 6,287,NZL,4:47
Turnover foul,5.0,6,5,6,NZL,4.0,GUILLET L,6 - 6,258,FRA,4:18
Steal,6.0,6,5,6,NZL,4.0,LANDRY S,6 - 6,258,NZL,4:18
Turnover foul,6.0,6,5,6,NZL,4.0,LANDRY S,6 - 6,242,NZL,4:02
20 sec. exclusion in centre,12.0,6,5,6,NZL,4.0,MYLES J,6 - 6,217,NZL,3:37
Centre shot - Saved,4.0,6,5,6,NZL,4.0,SACRE A,6 - 6,196,FRA,3:16
Counter attack - Saved,8.0,6,5,6,NZL,4.0,LOPES DA SILVA C,6 - 6,179,NZL,2:59
Turnover foul,8.0,6,5,6,NZL,4.0,TARDY M,6 - 6,150,FRA,2:30
5m shot - Saved,12.0,6,5,6,NZL,4.0,MYLES J,6 - 6,124,NZL,2:04
5m shot - Goal,12.0,6,5,7,NZL,4.0,MYLES J,7 - 6,105,NZL,1:45
5m shot - Missed,2.0,6,5,7,NZL,4.0,MILLOT E,7 - 6,77,FRA,1:17
5m shot - Saved,2.0,6,5,7,NZL,4.0,MILLOT E,7 - 6,19,FRA,0:19
Time-Out,,6,5,7,NZL,4.0,,7 - 6,15,FRA,0:15
