Action,Cap,Game,NED,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time
Action shot - Post,7.0,5,4,1,RUS,2.0,LISUNOVA E,1 - 4,374,RUS,6:14
Counter attack - Goal,4.0,5,5,1,RUS,2.0,VAN DER SLOOT C,1 - 5,365,NED,6:05
20 sec. exclusion in centre,3.0,5,5,1,RUS,2.0,GENEE D,1 - 5,352,NED,5:52
Extra player shot - Goal,11.0,5,5,2,RUS,2.0,IVANOVA E,2 - 5,334,RUS,5:34
20 sec. exclusion in centre,4.0,5,5,2,RUS,2.0,KARIMOVA E,2 - 5,311,RUS,5:11
Action shot - Goal,7.0,5,6,2,RUS,2.0,NIJHUIS M,2 - 6,284,NED,4:44
Turnover foul,9.0,5,6,2,RUS,2.0,TIMOFEEVA A,2 - 6,257,RUS,4:17
Turnover foul,8.0,5,6,2,RUS,2.0,SEVENICH V,2 - 6,235,NED,3:55
Steal,13.0,5,6,2,RUS,2.0,KARNAUKH A,2 - 6,235,RUS,3:55
5m shot - Blocked,3.0,5,6,2,RUS,2.0,PROKOFYEVA E,2 - 6,207,RUS,3:27
Action shot - Post,7.0,5,6,2,RUS,2.0,NIJHUIS M,2 - 6,200,NED,3:20
Turnover foul,11.0,5,6,2,RUS,2.0,IVANOVA E,2 - 6,175,RUS,2:55
Steal,7.0,5,6,2,RUS,2.0,NIJHUIS M,2 - 6,175,NED,2:55
5m shot - Post,4.0,5,6,2,RUS,2.0,VAN DER SLOOT C,2 - 6,150,NED,2:30
Counter attack - Goal,4.0,5,6,3,RUS,2.0,KARIMOVA E,3 - 6,139,RUS,2:19
Turnover foul,11.0,5,6,3,RUS,2.0,KLAASSEN L,3 - 6,114,NED,1:54
Steal,9.0,5,6,3,RUS,2.0,TIMOFEEVA A,3 - 6,114,RUS,1:54
Counter attack - Goal,3.0,5,6,4,RUS,2.0,PROKOFYEVA E,4 - 6,101,RUS,1:41
Time-Out,,5,6,4,RUS,2.0,,4 - 6,101,NED,1:41
20 sec. exclusion in centre,4.0,5,6,4,RUS,2.0,KARIMOVA E,4 - 6,83,RUS,1:23
Extra player shot - Goal,2.0,5,7,4,RUS,2.0,SMIT M,4 - 7,70,NED,1:10
20 sec. exclusion in centre,4.0,5,7,4,RUS,2.0,VAN DER SLOOT C,4 - 7,51,NED,0:51
Extra player shot - Saved,11.0,5,7,4,RUS,2.0,IVANOVA E,4 - 7,31,RUS,0:31
20 sec. exclusion in centre,2.0,5,7,4,RUS,2.0,SMIT M,4 - 7,27,NED,0:27
Time-Out,,5,7,4,RUS,2.0,,4 - 7,27,RUS,0:27
Steal,5.0,5,7,4,RUS,4.0,ZUBACHEVA E,4 - 7,109,RUS,1:49
20 sec. exclusion in centre,4.0,5,7,4,RUS,4.0,VAN DER SLOOT C,4 - 7,91,NED,1:31
Exclusion with substitution,4.0,5,7,4,RUS,4.0,VAN DER SLOOT C,4 - 7,91,NED,1:31
Extra player shot - Goal,11.0,5,10,9,RUS,4.0,IVANOVA E,9 - 10,76,RUS,1:16
Action shot - Goal,3.0,5,7,5,RUS,2.0,PROKOFYEVA E,5 - 7,6,RUS,0:06
5m shot - Missed,7.0,5,7,5,RUS,2.0,NIJHUIS M,5 - 7,0,NED,0:00
Starting goalkeeper,13.0,5,7,5,RUS,3.0,KARNAUKH A,5 - 7,480,RUS,8:00
Starting goalkeeper,1.0,5,7,5,RUS,3.0,AARTS L,5 - 7,480,NED,8:00
Sprint won possession,4.0,5,7,5,RUS,3.0,VAN DER SLOOT C,5 - 7,480,NED,8:00
Turnover foul,2.0,5,7,5,RUS,3.0,SMIT M,5 - 7,461,NED,7:41
Steal,3.0,5,7,5,RUS,3.0,PROKOFYEVA E,5 - 7,461,RUS,7:41
Counter attack - Goal,11.0,5,7,6,RUS,3.0,IVANOVA E,6 - 7,447,RUS,7:27
5m shot - Missed,2.0,5,7,6,RUS,3.0,SMIT M,6 - 7,430,NED,7:10
Turnover foul,5.0,5,7,6,RUS,3.0,ZUBACHEVA E,6 - 7,397,RUS,6:37
Steal,1.0,5,7,6,RUS,3.0,AARTS L,6 - 7,397,NED,6:37
Turnover foul,9.0,5,7,6,RUS,3.0,MEGENS M,6 - 7,390,NED,6:30
Turnover foul,3.0,5,7,6,RUS,3.0,PROKOFYEVA E,6 - 7,378,RUS,6:18
Turnover foul,2.0,5,7,6,RUS,3.0,SMIT M,6 - 7,361,NED,6:01
Steal,3.0,5,7,6,RUS,3.0,PROKOFYEVA E,6 - 7,361,RUS,6:01
20 sec. exclusion in centre,4.0,5,7,6,RUS,3.0,VAN DER SLOOT C,6 - 7,351,NED,5:51
Time-Out,,5,7,6,RUS,3.0,,6 - 7,350,RUS,5:50
Action shot - Goal,4.0,5,7,7,RUS,3.0,KARIMOVA E,7 - 7,330,RUS,5:30
20 sec. exclusion in centre,11.0,5,7,7,RUS,3.0,IVANOVA E,7 - 7,312,RUS,5:12
Extra player shot - Missed,11.0,5,7,7,RUS,3.0,KLAASSEN L,7 - 7,299,NED,4:59
5m shot - Missed,11.0,5,7,7,RUS,3.0,IVANOVA E,7 - 7,281,RUS,4:41
Action shot - Saved,11.0,5,7,7,RUS,3.0,KLAASSEN L,7 - 7,267,NED,4:27
5m shot - Post,9.0,5,7,7,RUS,3.0,MEGENS M,7 - 7,251,NED,4:11
20 sec. exclusion in centre,5.0,5,7,7,RUS,3.0,ZUBACHEVA E,7 - 7,242,RUS,4:02
Extra player shot - Saved,9.0,5,7,7,RUS,3.0,MEGENS M,7 - 7,236,NED,3:56
5m shot - Post,5.0,5,7,7,RUS,3.0,ZUBACHEVA E,7 - 7,211,RUS,3:31
5m shot - Blocked,3.0,5,7,7,RUS,3.0,GENEE D,7 - 7,181,NED,3:01
20 sec. exclusion in centre,3.0,5,7,7,RUS,3.0,GENEE D,7 - 7,157,NED,2:37
Exclusion with substitution,3.0,5,7,7,RUS,3.0,GENEE D,7 - 7,157,NED,2:37
Action shot - Saved,11.0,5,7,7,RUS,3.0,IVANOVA E,7 - 7,135,RUS,2:15
20 sec. exclusion in centre,5.0,5,7,7,RUS,3.0,ZUBACHEVA E,7 - 7,133,RUS,2:13
Time-Out,,5,7,7,RUS,3.0,,7 - 7,133,NED,2:13
Extra player shot - Goal,11.0,5,8,7,RUS,3.0,KLAASSEN L,7 - 8,115,NED,1:55
20 sec. exclusion in centre,10.0,5,8,7,RUS,3.0,VAN TOORN I,7 - 8,90,NED,1:30
Action shot - Saved,9.0,5,8,7,RUS,3.0,TIMOFEEVA A,7 - 8,83,RUS,1:23
Turnover foul,9.0,5,8,7,RUS,3.0,MEGENS M,7 - 8,70,NED,1:10
5m shot - Missed,5.0,5,8,7,RUS,3.0,ZUBACHEVA E,7 - 8,48,RUS,0:48
Turnover foul,5.0,5,8,7,RUS,3.0,GENEE A,7 - 8,26,NED,0:26
Turnover foul,3.0,5,8,7,RUS,3.0,PROKOFYEVA E,7 - 8,8,RUS,0:08
Steal,8.0,5,8,7,RUS,3.0,SEVENICH V,7 - 8,8,NED,0:08
5m shot - Saved,11.0,5,8,7,RUS,3.0,KLAASSEN L,7 - 8,0,NED,0:00
Starting goalkeeper,13.0,5,8,7,RUS,4.0,KARNAUKH A,7 - 8,480,RUS,8:00
Starting goalkeeper,1.0,5,8,7,RUS,4.0,AARTS L,7 - 8,480,NED,8:00
Sprint won possession,7.0,5,8,7,RUS,4.0,LISUNOVA E,7 - 8,480,RUS,8:00
20 sec. exclusion in centre,9.0,5,8,7,RUS,4.0,MEGENS M,7 - 8,456,NED,7:36
Turnover foul,3.0,5,8,7,RUS,4.0,PROKOFYEVA E,7 - 8,432,RUS,7:12
Counter attack - Goal,9.0,5,9,7,RUS,4.0,MEGENS M,7 - 9,423,NED,7:03
Action shot - Blocked,11.0,5,9,7,RUS,4.0,IVANOVA E,7 - 9,398,RUS,6:38
Turnover foul,4.0,5,9,7,RUS,4.0,VAN DER SLOOT C,7 - 9,371,NED,6:11
Action shot - Saved,9.0,5,9,7,RUS,4.0,TIMOFEEVA A,7 - 9,356,RUS,5:56
Turnover foul,5.0,5,9,7,RUS,4.0,GENEE A,7 - 9,333,NED,5:33
20 sec. exclusion in centre,6.0,5,9,7,RUS,4.0,STOMPHORST N,7 - 9,325,NED,5:25
Extra player shot - Saved,7.0,5,9,7,RUS,4.0,LISUNOVA E,7 - 9,314,RUS,5:14
Action shot - Goal,4.0,5,9,8,RUS,4.0,KARIMOVA E,8 - 9,300,RUS,5:00
Penalty foul,8.0,5,9,8,RUS,4.0,ABDRIZIAKOVA E,8 - 9,284,RUS,4:44
Penalty shot - Goal,4.0,5,10,8,RUS,4.0,VAN DER SLOOT C,8 - 10,284,NED,4:44
5m shot - Saved,8.0,5,10,8,RUS,4.0,ABDRIZIAKOVA E,8 - 10,262,RUS,4:22
5m shot - Blocked,9.0,5,10,8,RUS,4.0,MEGENS M,8 - 10,233,NED,3:53
5m shot - Blocked,7.0,5,10,8,RUS,4.0,LISUNOVA E,8 - 10,206,RUS,3:26
Action shot - Saved,9.0,5,10,8,RUS,4.0,MEGENS M,8 - 10,183,NED,3:03
20 sec. exclusion in centre,2.0,5,10,8,RUS,4.0,SMIT M,8 - 10,164,NED,2:44
Time-Out,,5,10,8,RUS,4.0,,8 - 10,164,RUS,2:44
Action shot - Post,4.0,5,10,8,RUS,4.0,KARIMOVA E,8 - 10,138,RUS,2:18
Turnover foul,2.0,5,10,8,RUS,4.0,SMIT M,8 - 10,109,NED,1:49
20 sec. exclusion in centre,9.0,5,10,8,RUS,4.0,TIMOFEEVA A,8 - 10,50,RUS,0:50
Time-Out,,5,10,8,RUS,4.0,,8 - 10,50,NED,0:50
Action shot - Blocked,2.0,5,10,8,RUS,4.0,SMIT M,8 - 10,27,NED,0:27
20 sec. exclusion in centre,9.0,5,10,8,RUS,4.0,TIMOFEEVA A,8 - 10,17,RUS,0:17
Starting goalkeeper,1.0,6,0,0,ITA,1.0,GORLERO G,0 - 0,480,ITA,8:00
Starting goalkeeper,1.0,6,0,0,ITA,1.0,AARTS L,0 - 0,480,NED,8:00
Sprint won possession,4.0,6,0,0,ITA,1.0,VAN DER SLOOT C,0 - 0,480,NED,8:00
20 sec. exclusion in centre,3.0,6,0,0,ITA,1.0,GARIBOTTI A,0 - 0,464,ITA,7:44
Action shot - Saved,8.0,6,0,0,ITA,1.0,SEVENICH V,0 - 0,439,NED,7:19
5m shot - Missed,5.0,6,0,0,ITA,1.0,RADICCHI F,0 - 0,409,ITA,6:49
5m shot - Missed,11.0,6,0,0,ITA,1.0,KLAASSEN L,0 - 0,382,NED,6:22
20 sec. exclusion in centre,11.0,6,0,0,ITA,1.0,KLAASSEN L,0 - 0,366,NED,6:06
Extra player shot - Blocked,8.0,6,0,0,ITA,1.0,BIANCONI R,0 - 0,348,ITA,5:48
Action shot - Post,2.0,6,0,0,ITA,1.0,SMIT M,0 - 0,322,NED,5:22
Turnover foul,8.0,6,0,0,ITA,1.0,BIANCONI R,0 - 0,296,ITA,4:56
Turnover foul,9.0,6,0,0,ITA,1.0,MEGENS M,0 - 0,281,NED,4:41
Steal,8.0,6,0,0,ITA,1.0,BIANCONI R,0 - 0,281,ITA,4:41
Penalty foul,4.0,6,0,0,ITA,1.0,VAN DER SLOOT C,0 - 0,264,NED,4:24
Action shot - Post,8.0,6,0,0,ITA,1.0,BIANCONI R,0 - 0,264,ITA,4:24
5m shot - Goal,4.0,6,1,0,ITA,1.0,VAN DER SLOOT C,0 - 1,238,NED,3:58
5m shot - Post,7.0,6,1,0,ITA,1.0,DI MARIO T,0 - 1,217,ITA,3:37
Counter attack - Goal,9.0,6,2,0,ITA,1.0,MEGENS M,0 - 2,207,NED,3:27
5m shot - Saved,5.0,6,2,0,ITA,1.0,RADICCHI F,0 - 2,178,ITA,2:58
Turnover foul,6.0,6,2,0,ITA,1.0,STOMPHORST N,0 - 2,159,NED,2:39
5m shot - Post,5.0,6,2,0,ITA,1.0,RADICCHI F,0 - 2,132,ITA,2:12
Time-Out,,6,2,0,ITA,1.0,,0 - 2,125,NED,2:05
Turnover foul,7.0,6,2,0,ITA,1.0,NIJHUIS M,0 - 2,117,NED,1:57
20 sec. exclusion in field,9.0,6,2,0,ITA,1.0,MEGENS M,0 - 2,109,NED,1:49
Time-Out,,6,2,0,ITA,1.0,,0 - 2,109,ITA,1:49
5m shot - Saved,3.0,6,2,0,ITA,1.0,GARIBOTTI A,0 - 2,81,ITA,1:21
Action shot - Saved,3.0,6,2,0,ITA,1.0,GARIBOTTI A,0 - 2,66,ITA,1:06
20 sec. exclusion in centre,3.0,6,2,0,ITA,1.0,GENEE D,0 - 2,57,NED,0:57
Extra player shot - Post,9.0,6,2,0,ITA,1.0,EMMOLO G,0 - 2,42,ITA,0:42
20 sec. exclusion in centre,9.0,6,2,0,ITA,1.0,EMMOLO G,0 - 2,21,ITA,0:21
Action shot - Saved,2.0,6,2,0,ITA,1.0,SMIT M,0 - 2,5,NED,0:05
5m shot - Saved,8.0,6,2,0,ITA,1.0,BIANCONI R,0 - 2,1,ITA,0:01
Starting goalkeeper,1.0,6,2,0,ITA,2.0,GORLERO G,0 - 2,480,ITA,8:00
Starting goalkeeper,1.0,6,2,0,ITA,2.0,AARTS L,0 - 2,480,NED,8:00
Sprint won possession,4.0,6,2,0,ITA,2.0,VAN DER SLOOT C,0 - 2,480,NED,8:00
5m shot - Post,7.0,6,2,0,ITA,2.0,NIJHUIS M,0 - 2,453,NED,7:33
Turnover foul,7.0,6,2,0,ITA,2.0,DI MARIO T,0 - 2,433,ITA,7:13
5m shot - Post,7.0,6,2,0,ITA,2.0,NIJHUIS M,0 - 2,403,NED,6:43
Action shot - Post,4.0,6,2,0,ITA,2.0,QUEIROLO E,0 - 2,374,ITA,6:14
Turnover foul,1.0,6,2,0,ITA,2.0,AARTS L,0 - 2,363,NED,6:03
Turnover foul,7.0,6,2,0,ITA,2.0,DI MARIO T,0 - 2,355,ITA,5:55
Steal,11.0,6,2,0,ITA,2.0,KLAASSEN L,0 - 2,355,NED,5:55
5m shot - Blocked,11.0,6,2,0,ITA,2.0,KLAASSEN L,0 - 2,331,NED,5:31
Action shot - Saved,4.0,6,2,0,ITA,2.0,QUEIROLO E,0 - 2,299,ITA,4:59
Turnover foul,11.0,6,2,0,ITA,2.0,KLAASSEN L,0 - 2,279,NED,4:39
Turnover foul,1.0,6,2,0,ITA,2.0,GORLERO G,0 - 2,273,ITA,4:33
Turnover foul,8.0,6,2,0,ITA,2.0,SEVENICH V,0 - 2,239,NED,3:59
Action shot - Missed,8.0,6,2,0,ITA,2.0,BIANCONI R,0 - 2,225,ITA,3:45
Time-Out,,6,2,0,ITA,2.0,,0 - 2,225,NED,3:45
20 sec. exclusion in centre,7.0,6,2,0,ITA,2.0,DI MARIO T,0 - 2,209,ITA,3:29
Action shot - Goal,9.0,6,3,0,ITA,2.0,MEGENS M,0 - 3,186,NED,3:06
Turnover foul,7.0,6,3,0,ITA,2.0,DI MARIO T,0 - 3,158,ITA,2:38
Turnover foul,2.0,6,3,0,ITA,2.0,SMIT M,0 - 3,146,NED,2:26
20 sec. exclusion in field,10.0,6,3,0,ITA,2.0,VAN TOORN I,0 - 3,130,NED,2:10
Extra player shot - Saved,11.0,6,3,0,ITA,2.0,BARZON L,0 - 3,108,ITA,1:48
Centre shot - Goal,9.0,6,4,0,ITA,2.0,MEGENS M,0 - 4,89,NED,1:29
Turnover foul,3.0,6,4,0,ITA,2.0,GARIBOTTI A,0 - 4,77,ITA,1:17
Steal,2.0,6,4,0,ITA,2.0,SMIT M,0 - 4,77,NED,1:17
5m shot - Goal,5.0,6,4,1,ITA,2.0,RADICCHI F,1 - 4,29,ITA,0:29
Action shot - Goal,9.0,6,5,1,ITA,2.0,MEGENS M,1 - 5,8,NED,0:08
Time-Out,,6,5,1,ITA,2.0,,1 - 5,8,ITA,0:08
5m shot - Saved,8.0,6,5,1,ITA,2.0,BIANCONI R,1 - 5,2,ITA,0:02
5m shot - Saved,1.0,6,5,1,ITA,2.0,AARTS L,1 - 5,1,NED,0:01
Starting goalkeeper,1.0,6,5,1,ITA,3.0,GORLERO G,1 - 5,480,ITA,8:00
Starting goalkeeper,1.0,6,7,7,ITA,3.0,AARTS L,7 - 7,480,NED,8:00
Sprint won possession,4.0,6,7,7,ITA,3.0,VAN DER SLOOT C,7 - 7,15,NED,0:15
Turnover foul,2.0,6,7,7,ITA,3.0,SMIT M,7 - 7,459,NED,7:39
Steal,8.0,6,7,7,ITA,3.0,BIANCONI R,7 - 7,459,ITA,7:39
20 sec. exclusion in centre,11.0,6,7,7,ITA,3.0,KLAASSEN L,7 - 7,442,NED,7:22
Centre shot - Blocked,7.0,6,7,7,ITA,3.0,DI MARIO T,7 - 7,421,ITA,7:01
Action shot - Saved,4.0,6,7,7,ITA,3.0,VAN DER SLOOT C,7 - 7,394,NED,6:34
20 sec. exclusion in centre,2.0,6,7,7,ITA,3.0,SMIT M,7 - 7,381,NED,6:21
5m shot - Saved,9.0,6,7,7,ITA,3.0,EMMOLO G,7 - 7,353,ITA,5:53
5m shot - Saved,7.0,6,7,7,ITA,3.0,DI MARIO T,7 - 7,333,ITA,5:33
Turnover foul,9.0,6,7,7,ITA,3.0,MEGENS M,7 - 7,318,NED,5:18
5m shot - Post,7.0,6,7,7,ITA,3.0,DI MARIO T,7 - 7,293,ITA,4:53
Action shot - Saved,4.0,6,7,7,ITA,3.0,VAN DER SLOOT C,7 - 7,265,NED,4:25
20 sec. exclusion in centre,12.0,6,7,7,ITA,3.0,FRASSINETTI T,7 - 7,256,ITA,4:16
Action shot - Saved,7.0,6,7,7,ITA,3.0,NIJHUIS M,7 - 7,233,NED,3:53
Turnover foul,7.0,6,7,7,ITA,3.0,NIJHUIS M,7 - 7,205,NED,3:25
5m shot - Blocked,8.0,6,7,7,ITA,3.0,BIANCONI R,7 - 7,180,ITA,3:00
Action shot - Saved,4.0,6,7,7,ITA,3.0,VAN DER SLOOT C,7 - 7,150,NED,2:30
Time-Out,,6,7,7,ITA,3.0,,7 - 7,149,ITA,2:29
20 sec. exclusion in centre,7.0,6,7,7,ITA,3.0,NIJHUIS M,7 - 7,136,NED,2:16
5m shot - Post,3.0,6,7,7,ITA,3.0,GARIBOTTI A,7 - 7,111,ITA,1:51
5m shot - Goal,3.0,6,5,2,ITA,3.0,GARIBOTTI A,2 - 5,93,ITA,1:33
20 sec. exclusion in centre,10.0,6,5,2,ITA,3.0,POMERI F,2 - 5,74,ITA,1:14
Time-Out,,6,5,2,ITA,3.0,,2 - 5,74,NED,1:14
Extra player shot - Blocked,11.0,6,5,2,ITA,3.0,KLAASSEN L,2 - 5,57,NED,0:57
Turnover foul,2.0,6,5,2,ITA,3.0,SMIT M,2 - 5,43,NED,0:43
20 sec. exclusion in centre,3.0,6,5,2,ITA,3.0,GENEE D,2 - 5,34,NED,0:34
Extra player shot - Missed,3.0,6,5,2,ITA,3.0,GARIBOTTI A,2 - 5,17,ITA,0:17
Action shot - Saved,8.0,6,5,2,ITA,3.0,SEVENICH V,2 - 5,1,NED,0:01
Starting goalkeeper,1.0,6,5,2,ITA,4.0,GORLERO G,2 - 5,480,ITA,8:00
Starting goalkeeper,1.0,6,5,2,ITA,4.0,AARTS L,2 - 5,480,NED,8:00
Sprint won possession,4.0,6,5,2,ITA,4.0,VAN DER SLOOT C,2 - 5,480,NED,8:00
Turnover foul,2.0,6,5,2,ITA,4.0,SMIT M,2 - 5,459,NED,7:39
Turnover foul,6.0,6,5,2,ITA,4.0,AIELLO R,2 - 5,436,ITA,7:16
Turnover foul,2.0,6,5,2,ITA,4.0,SMIT M,2 - 5,412,NED,6:52
Steal,8.0,6,5,2,ITA,4.0,BIANCONI R,2 - 5,412,ITA,6:52
Action shot - Goal,5.0,6,5,3,ITA,4.0,RADICCHI F,3 - 5,393,ITA,6:33
Turnover foul,6.0,6,5,3,ITA,4.0,STOMPHORST N,3 - 5,364,NED,6:04
Action shot - Post,5.0,6,5,3,ITA,4.0,RADICCHI F,3 - 5,337,ITA,5:37
Action shot - Post,9.0,6,5,3,ITA,4.0,MEGENS M,3 - 5,306,NED,5:06
Turnover foul,8.0,6,5,3,ITA,4.0,BIANCONI R,3 - 5,280,ITA,4:40
Steal,8.0,6,5,3,ITA,4.0,SEVENICH V,3 - 5,280,NED,4:40
5m shot - Blocked,7.0,6,5,3,ITA,4.0,NIJHUIS M,3 - 5,251,NED,4:11
20 sec. exclusion in centre,8.0,6,5,3,ITA,4.0,SEVENICH V,3 - 5,235,NED,3:55
Extra player shot - Goal,4.0,6,5,4,ITA,4.0,QUEIROLO E,4 - 5,232,ITA,3:52
5m shot - Saved,3.0,6,5,4,ITA,4.0,GENEE D,4 - 5,204,NED,3:24
20 sec. exclusion in centre,4.0,6,5,4,ITA,4.0,VAN DER SLOOT C,4 - 5,178,NED,2:58
Extra player shot - Blocked,9.0,6,5,4,ITA,4.0,EMMOLO G,4 - 5,161,ITA,2:41
Action shot - Goal,6.0,6,5,5,ITA,4.0,AIELLO R,5 - 5,154,ITA,2:34
Time-Out,,6,5,5,ITA,4.0,,5 - 5,154,NED,2:34
5m shot - Saved,9.0,6,5,5,ITA,4.0,MEGENS M,5 - 5,138,NED,2:18
5m shot - Saved,8.0,6,5,5,ITA,4.0,BIANCONI R,5 - 5,110,ITA,1:50
5m shot - Missed,7.0,6,5,5,ITA,4.0,NIJHUIS M,5 - 5,80,NED,1:20
5m shot - Missed,5.0,6,5,5,ITA,4.0,RADICCHI F,5 - 5,56,ITA,0:56
Double exclusion,7.0,6,5,5,ITA,4.0,NIJHUIS M,5 - 5,56,NED,0:56
Double exclusion,12.0,6,5,5,ITA,4.0,FRASSINETTI T,5 - 5,52,ITA,0:52
5m shot - Missed,11.0,6,5,5,ITA,4.0,KLAASSEN L,5 - 5,38,NED,0:38
5m shot - Saved,9.0,6,5,5,ITA,4.0,EMMOLO G,5 - 5,12,ITA,0:12
5m shot - Missed,8.0,6,5,5,ITA,4.0,SEVENICH V,5 - 5,2,NED,0:02
Time-Out,,6,5,5,ITA,4.0,,5 - 5,2,ITA,0:02
5m shot - Saved,7.0,6,5,5,ITA,4.0,DI MARIO T,5 - 5,0,ITA,0:00
Starting goalkeeper,13.0,7,0,0,USA,1.0,JOHNSON A,0 - 0,480,USA,8:00
Starting goalkeeper,1.0,7,0,0,USA,1.0,AARTS L,0 - 0,480,NED,8:00
Sprint won possession,8.0,7,0,0,USA,1.0,NEUSHUL K,0 - 0,480,USA,8:00
Turnover foul,7.0,7,0,0,USA,1.0,MATHEWSON C,0 - 0,451,USA,7:31
Steal,4.0,7,0,0,USA,1.0,VAN DER SLOOT C,0 - 0,451,NED,7:31
Action shot - Saved,8.0,7,0,0,USA,1.0,SEVENICH V,0 - 0,422,NED,7:02
5m shot - Missed,3.0,7,0,0,USA,1.0,SEIDEMANN M,0 - 0,396,USA,6:36
20 sec. exclusion in field,8.0,7,0,0,USA,1.0,NEUSHUL K,0 - 0,391,USA,6:31
Action shot - Post,4.0,7,0,0,USA,1.0,VAN DER SLOOT C,0 - 0,365,NED,6:05
Turnover foul,6.0,7,0,0,USA,1.0,STEFFENS M,0 - 0,335,USA,5:35
5m shot - Missed,11.0,7,0,0,USA,1.0,KLAASSEN L,0 - 0,314,NED,5:14
Centre shot - Saved,12.0,7,0,0,USA,1.0,CRAIG K,0 - 0,288,USA,4:48
5m shot - Saved,6.0,7,0,0,USA,1.0,STOMPHORST N,0 - 0,257,NED,4:17
20 sec. exclusion in centre,4.0,7,0,0,USA,1.0,VAN DER SLOOT C,0 - 0,232,NED,3:52
Extra player shot - Saved,7.0,7,0,0,USA,1.0,MATHEWSON C,0 - 0,219,USA,3:39
5m shot - Saved,9.0,7,0,0,USA,1.0,MEGENS M,0 - 0,194,NED,3:14
5m shot - Post,11.0,7,0,0,USA,1.0,KLAASSEN L,0 - 0,179,NED,2:59
Turnover foul,12.0,7,0,0,USA,1.0,CRAIG K,0 - 0,162,USA,2:42
Turnover foul,8.0,7,0,0,USA,1.0,SEVENICH V,0 - 0,138,NED,2:18
Turnover foul,6.0,7,0,0,USA,1.0,STEFFENS M,0 - 0,129,USA,2:09
Action shot - Goal,2.0,7,1,0,USA,1.0,SMIT M,0 - 1,119,NED,1:59
5m shot - Saved,2.0,7,1,0,USA,1.0,MUSSELMAN M,0 - 1,89,USA,1:29
Turnover foul,5.0,7,1,0,USA,1.0,GENEE A,0 - 1,88,NED,1:28
20 sec. exclusion in centre,3.0,7,1,0,USA,1.0,GENEE D,0 - 1,83,NED,1:23
Time-Out,,7,1,0,USA,1.0,,0 - 1,74,USA,1:14
Action shot - Saved,11.0,7,1,0,USA,1.0,FISCHER M,0 - 1,55,USA,0:55
Action shot - Saved,5.0,7,1,0,USA,1.0,GENEE A,0 - 1,27,NED,0:27
20 sec. exclusion in centre,7.0,7,1,0,USA,1.0,NIJHUIS M,0 - 1,4,NED,0:04
Starting goalkeeper,13.0,7,1,0,USA,2.0,JOHNSON A,0 - 1,480,USA,8:00
Starting goalkeeper,1.0,7,1,0,USA,2.0,AARTS L,0 - 1,480,NED,8:00
Sprint won possession,4.0,7,1,0,USA,2.0,VAN DER SLOOT C,0 - 1,480,NED,8:00
Turnover foul,5.0,7,1,0,USA,2.0,GENEE A,0 - 1,449,NED,7:29
20 sec. exclusion in field,8.0,7,1,0,USA,2.0,SEVENICH V,0 - 1,444,NED,7:24
Extra player shot - Post,11.0,7,1,0,USA,2.0,FISCHER M,0 - 1,423,USA,7:03
Action shot - Goal,4.0,7,1,1,USA,2.0,FATTAL R,1 - 1,420,USA,7:00
Action shot - Saved,2.0,7,1,1,USA,2.0,SMIT M,1 - 1,388,NED,6:28
Counter attack - Goal,2.0,7,1,2,USA,2.0,MUSSELMAN M,2 - 1,383,USA,6:23
20 sec. exclusion in centre,2.0,7,1,2,USA,2.0,MUSSELMAN M,2 - 1,372,USA,6:12
Extra player shot - Post,11.0,7,1,2,USA,2.0,FISCHER M,2 - 1,360,USA,6:00
5m shot - Blocked,6.0,7,1,2,USA,2.0,STEFFENS M,2 - 1,329,USA,5:29
20 sec. exclusion in centre,8.0,7,1,2,USA,2.0,SEVENICH V,2 - 1,318,NED,5:18
Extra player shot - Missed,10.0,7,1,2,USA,2.0,GILCHRIST K,2 - 1,308,USA,5:08
5m shot - Blocked,3.0,7,1,2,USA,2.0,GENEE D,2 - 1,277,NED,4:37
20 sec. exclusion in field,7.0,7,1,2,USA,2.0,NIJHUIS M,2 - 1,269,NED,4:29
Time-Out,,7,1,2,USA,2.0,,2 - 1,267,USA,4:27
5m shot - Missed,4.0,7,1,2,USA,2.0,FATTAL R,2 - 1,247,USA,4:07
Counter attack - Goal,11.0,7,2,2,USA,2.0,KLAASSEN L,2 - 2,235,NED,3:55
Turnover foul,12.0,7,2,2,USA,2.0,CRAIG K,2 - 2,210,USA,3:30
Turnover foul,4.0,7,2,2,USA,2.0,FATTAL R,2 - 2,154,USA,2:34
Steal,4.0,7,2,2,USA,2.0,VAN DER SLOOT C,2 - 2,154,NED,2:34
Turnover foul,10.0,7,2,2,USA,2.0,VAN TOORN I,2 - 2,129,NED,2:09
20 sec. exclusion in centre,3.0,7,2,2,USA,2.0,GENEE D,2 - 2,112,NED,1:52
Extra player shot - Post,6.0,7,2,2,USA,2.0,STEFFENS M,2 - 2,89,USA,1:29
Action shot - Saved,8.0,7,2,2,USA,2.0,NEUSHUL K,2 - 2,68,USA,1:08
Time-Out,,7,2,2,USA,2.0,,2 - 2,68,NED,1:08
Yellow card,,7,2,2,USA,2.0,Team Official,2 - 2,68,NED,1:08
Double exclusion,9.0,7,2,2,USA,2.0,GROSSMAN A,2 - 2,62,USA,1:02
