Action,Cap,Game,Opponent,Opponent name,Period,Player,SRB,Score,Seconds,Team,Time
Extra player shot - Goal,9.0,5,1,CRO,1.0,SUKNO S,1,1 - 1,1,CRO,0:01
Starting goalkeeper,13.0,5,1,CRO,2.0,MITROVIC B,1,1 - 1,480,SRB,8:00
Starting goalkeeper,1.0,5,1,CRO,2.0,BIJAC M,1,1 - 1,480,CRO,8:00
Sprint won possession,12.0,5,1,CRO,2.0,MITROVIC S,1,1 - 1,480,SRB,8:00
20 sec. exclusion in centre,6.0,5,1,CRO,2.0,BULJUBASIC I,1,1 - 1,457,CRO,7:37
Extra player shot - Goal,11.0,5,1,CRO,2.0,PRLAINOVIC A,2,2 - 1,440,SRB,7:20
20 sec. exclusion in centre,8.0,5,1,CRO,2.0,ALEKSIC M,2,2 - 1,418,SRB,6:58
5m shot - Saved,11.0,5,1,CRO,2.0,SETKA A,2,2 - 1,393,CRO,6:33
5m shot - Blocked,12.0,5,1,CRO,2.0,MITROVIC S,2,2 - 1,366,SRB,6:06
20 sec. exclusion in field,3.0,5,1,CRO,2.0,FATOVIC L,2,2 - 1,347,CRO,5:47
20 sec. exclusion in field,11.0,5,1,CRO,2.0,SETKA A,2,2 - 1,338,CRO,5:38
20 sec. exclusion in centre,2.0,5,1,CRO,2.0,MACAN M,2,2 - 1,327,CRO,5:27
Extra player shot - Goal,12.0,5,1,CRO,2.0,MITROVIC S,3,3 - 1,325,SRB,5:25
Centre shot - Goal,4.0,5,2,CRO,2.0,LONCAR L,3,3 - 2,298,CRO,4:58
Turnover foul,11.0,5,2,CRO,2.0,PRLAINOVIC A,3,3 - 2,274,SRB,4:34
Turnover foul,10.0,5,2,CRO,2.0,KRAPIC I,3,3 - 2,257,CRO,4:17
5m shot - Missed,9.0,5,2,CRO,2.0,JAKSIC N,3,3 - 2,241,SRB,4:01
5m shot - Goal,8.0,5,3,CRO,2.0,BUSLJE A,3,3 - 3,214,CRO,3:34
20 sec. exclusion in field,7.0,5,3,CRO,2.0,VUKICEVIC A,3,3 - 3,200,CRO,3:20
Extra player shot - Post,2.0,5,3,CRO,2.0,MANDIC D,3,3 - 3,180,SRB,3:00
5m shot - Saved,9.0,5,3,CRO,2.0,SUKNO S,3,3 - 3,151,CRO,2:31
Turnover foul,5.0,5,3,CRO,2.0,JOKOVIC M,3,3 - 3,141,CRO,2:21
20 sec. exclusion in centre,3.0,5,3,CRO,2.0,FATOVIC L,3,3 - 3,128,CRO,2:08
Extra player shot - Goal,11.0,5,3,CRO,2.0,PRLAINOVIC A,4,4 - 3,124,SRB,2:04
Turnover foul,12.0,5,3,CRO,2.0,GARCIA GADEA J,4,4 - 3,91,CRO,1:31
Steal,6.0,5,3,CRO,2.0,PIJETLOVIC D,4,4 - 3,91,SRB,1:31
Centre shot - Saved,6.0,5,3,CRO,2.0,PIJETLOVIC D,4,4 - 3,76,SRB,1:16
Time-Out,,5,3,CRO,2.0,,4,4 - 3,75,CRO,1:15
20 sec. exclusion in centre,9.0,5,3,CRO,2.0,JAKSIC N,4,4 - 3,53,SRB,0:53
Extra player shot - Goal,9.0,5,4,CRO,2.0,SUKNO S,4,4 - 4,48,CRO,0:48
20 sec. exclusion in centre,6.0,5,4,CRO,2.0,BULJUBASIC I,4,4 - 4,32,CRO,0:32
Extra player shot - Goal,6.0,5,4,CRO,2.0,PIJETLOVIC D,5,5 - 4,20,SRB,0:20
Yellow card,,5,4,CRO,2.0,Team Official,5,5 - 4,20,CRO,0:20
20 sec. exclusion in field,10.0,5,4,CRO,2.0,FILIPOVIC F,5,5 - 4,4,SRB,0:04
Extra player shot - Goal,8.0,5,5,CRO,2.0,BUSLJE A,5,5 - 5,2,CRO,0:02
Starting goalkeeper,13.0,5,5,CRO,3.0,MITROVIC B,5,5 - 5,480,SRB,8:00
20 sec. exclusion in centre,10.0,5,5,CRO,4.0,KRAPIC I,5,5 - 5,161,CRO,2:41
Extra player shot - Blocked,2.0,5,5,CRO,4.0,MANDIC D,5,5 - 5,146,SRB,2:26
5m shot - Saved,8.0,5,5,CRO,4.0,BUSLJE A,5,5 - 5,117,CRO,1:57
Turnover foul,10.0,5,5,CRO,4.0,KRAPIC I,5,5 - 5,102,CRO,1:42
Action shot - Saved,10.0,5,5,CRO,4.0,FILIPOVIC F,5,5 - 5,91,SRB,1:31
5m shot - Saved,11.0,5,5,CRO,4.0,SETKA A,5,5 - 5,64,CRO,1:04
Time-Out,,5,5,CRO,4.0,,5,5 - 5,64,SRB,1:04
Turnover foul,10.0,5,5,CRO,4.0,FILIPOVIC F,5,5 - 5,40,SRB,0:40
Starting goalkeeper,1.0,5,5,CRO,3.0,BIJAC M,5,5 - 5,480,CRO,8:00
Sprint won possession,11.0,5,5,CRO,3.0,SETKA A,5,5 - 5,480,CRO,8:00
Turnover foul,8.0,5,5,CRO,3.0,BUSLJE A,5,5 - 5,451,CRO,7:31
Steal,9.0,5,5,CRO,3.0,JAKSIC N,5,5 - 5,451,SRB,7:31
5m shot - Post,10.0,5,5,CRO,3.0,FILIPOVIC F,5,5 - 5,425,SRB,7:05
Turnover foul,12.0,5,5,CRO,3.0,GARCIA GADEA J,5,5 - 5,405,CRO,6:45
Steal,4.0,5,5,CRO,3.0,RANDELOVIC S,5,5 - 5,405,SRB,6:45
5m shot - Post,9.0,5,5,CRO,3.0,JAKSIC N,5,5 - 5,384,SRB,6:24
Turnover foul,4.0,5,5,CRO,3.0,LONCAR L,5,5 - 5,362,CRO,6:02
20 sec. exclusion in centre,7.0,5,5,CRO,3.0,VUKICEVIC A,5,5 - 5,350,CRO,5:50
Centre shot - Goal,6.0,5,5,CRO,3.0,PIJETLOVIC D,6,6 - 5,327,SRB,5:27
5m shot - Missed,5.0,5,5,CRO,3.0,JOKOVIC M,6,6 - 5,300,CRO,5:00
Turnover foul,2.0,5,5,CRO,3.0,MANDIC D,6,6 - 5,282,SRB,4:42
20 sec. exclusion in field,3.0,5,5,CRO,3.0,RASOVIC V,6,6 - 5,263,SRB,4:23
Extra player shot - Goal,9.0,5,6,CRO,3.0,SUKNO S,6,6 - 6,243,CRO,4:03
Turnover foul,8.0,5,6,CRO,3.0,ALEKSIC M,6,6 - 6,221,SRB,3:41
Turnover foul,10.0,5,6,CRO,3.0,KRAPIC I,6,6 - 6,211,CRO,3:31
20 sec. exclusion in centre,12.0,5,6,CRO,3.0,GARCIA GADEA J,6,6 - 6,188,CRO,3:08
Extra player shot - Goal,4.0,5,6,CRO,3.0,RANDELOVIC S,7,7 - 6,176,SRB,2:56
20 sec. exclusion in centre,4.0,5,6,CRO,3.0,RANDELOVIC S,7,7 - 6,160,SRB,2:40
Extra player shot - Goal,5.0,5,7,CRO,3.0,JOKOVIC M,7,7 - 7,147,CRO,2:27
Centre shot - Goal,11.0,5,7,CRO,3.0,PRLAINOVIC A,8,8 - 7,130,SRB,2:10
20 sec. exclusion in centre,9.0,5,7,CRO,3.0,JAKSIC N,8,8 - 7,105,SRB,1:45
Extra player shot - Goal,7.0,5,8,CRO,3.0,VUKICEVIC A,8,8 - 8,86,CRO,1:26
Turnover foul,8.0,5,8,CRO,3.0,ALEKSIC M,8,8 - 8,62,SRB,1:02
Steal,1.0,5,8,CRO,3.0,BIJAC M,8,8 - 8,62,CRO,1:02
Turnover foul,11.0,5,8,CRO,3.0,SETKA A,8,8 - 8,45,CRO,0:45
Steal,8.0,5,8,CRO,3.0,ALEKSIC M,8,8 - 8,45,SRB,0:45
Time-Out,,5,8,CRO,3.0,,8,8 - 8,45,SRB,0:45
Turnover foul,6.0,5,8,CRO,3.0,PIJETLOVIC D,8,8 - 8,37,SRB,0:37
Time-Out,,5,8,CRO,3.0,,8,8 - 8,37,CRO,0:37
Turnover foul,8.0,5,8,CRO,3.0,BUSLJE A,8,8 - 8,20,CRO,0:20
Steal,12.0,5,8,CRO,3.0,MITROVIC S,8,8 - 8,20,SRB,0:20
Counter attack - Goal,11.0,5,8,CRO,3.0,PRLAINOVIC A,9,9 - 8,12,SRB,0:12
20 sec. exclusion in field,5.0,5,8,CRO,3.0,CUK M,9,9 - 8,2,SRB,0:02
Penalty foul,5.0,5,8,CRO,3.0,CUK M,9,9 - 8,1,SRB,0:01
Exclusion with substitution,5.0,5,8,CRO,3.0,CUK M,9,9 - 8,1,SRB,0:01
Penalty shot - Goal,5.0,5,9,CRO,3.0,JOKOVIC M,9,9 - 9,1,CRO,0:01
Starting goalkeeper,1.0,5,9,CRO,4.0,PIJETLOVIC G,9,9 - 9,480,SRB,8:00
Starting goalkeeper,1.0,5,9,CRO,4.0,BIJAC M,9,9 - 9,480,CRO,8:00
Sprint won possession,3.0,5,9,CRO,4.0,RASOVIC V,9,9 - 9,480,SRB,8:00
Action shot - Saved,3.0,5,9,CRO,4.0,RASOVIC V,9,9 - 9,451,SRB,7:31
5m shot - Blocked,8.0,5,9,CRO,4.0,BUSLJE A,9,9 - 9,430,CRO,7:10
Counter attack - Goal,11.0,5,9,CRO,4.0,PRLAINOVIC A,10,10 - 9,422,SRB,7:02
Centre shot - Goal,4.0,5,10,CRO,4.0,LONCAR L,10,10 - 10,394,CRO,6:34
20 sec. exclusion in centre,2.0,5,10,CRO,4.0,MACAN M,10,10 - 10,379,CRO,6:19
Extra player shot - Saved,12.0,5,10,CRO,4.0,MITROVIC S,10,10 - 10,369,SRB,6:09
5m shot - Saved,5.0,5,10,CRO,4.0,JOKOVIC M,10,10 - 10,343,CRO,5:43
5m shot - Saved,11.0,5,10,CRO,4.0,PRLAINOVIC A,10,10 - 10,318,SRB,5:18
20 sec. exclusion in centre,3.0,5,10,CRO,4.0,RASOVIC V,10,10 - 10,292,SRB,4:52
Exclusion with substitution,3.0,5,10,CRO,4.0,RASOVIC V,10,10 - 10,292,SRB,4:52
Extra player shot - Goal,7.0,5,11,CRO,4.0,VUKICEVIC A,10,10 - 11,291,CRO,4:51
20 sec. exclusion in centre,8.0,5,11,CRO,4.0,BUSLJE A,10,10 - 11,276,CRO,4:36
Turnover foul,2.0,5,11,CRO,4.0,MANDIC D,10,10 - 11,241,SRB,4:01
Steal,8.0,5,11,CRO,4.0,BUSLJE A,10,10 - 11,241,CRO,4:01
Turnover foul,7.0,5,11,CRO,4.0,VUKICEVIC A,10,10 - 11,223,CRO,3:43
Steal,1.0,5,11,CRO,4.0,PIJETLOVIC G,10,10 - 11,223,SRB,3:43
5m shot - Goal,2.0,5,11,CRO,4.0,MANDIC D,11,11 - 11,208,SRB,3:28
20 sec. exclusion in centre,4.0,5,11,CRO,4.0,RANDELOVIC S,11,11 - 11,192,SRB,3:12
Exclusion with substitution,4.0,5,11,CRO,4.0,RANDELOVIC S,11,11 - 11,192,SRB,3:12
Extra player shot - Goal,5.0,5,12,CRO,4.0,JOKOVIC M,11,11 - 12,179,CRO,2:59
Steal,1.0,5,12,CRO,4.0,BIJAC M,11,11 - 12,40,CRO,0:40
Time-Out,,5,12,CRO,4.0,,11,11 - 12,28,CRO,0:28
Turnover foul,4.0,5,12,CRO,4.0,LONCAR L,11,11 - 12,11,CRO,0:11
Steal,11.0,5,12,CRO,4.0,PRLAINOVIC A,11,11 - 12,11,SRB,0:11
20 sec. exclusion in field,9.0,5,12,CRO,4.0,SUKNO S,11,11 - 12,6,CRO,0:06
5m shot - Saved,11.0,5,12,CRO,4.0,PRLAINOVIC A,11,11 - 12,3,SRB,0:03
Double exclusion,10.0,5,12,CRO,4.0,FILIPOVIC F,11,11 - 12,3,SRB,0:03
Double exclusion,8.0,5,12,CRO,4.0,BUSLJE A,11,11 - 12,3,CRO,0:03
Starting goalkeeper,1.0,6,0,GRE,1.0,FLEGKAS K,0,0 - 0,480,GRE,8:00
Starting goalkeeper,1.0,6,0,GRE,1.0,PIJETLOVIC G,0,0 - 0,480,SRB,8:00
Sprint won possession,2.0,6,0,GRE,1.0,GENIDOUNIAS K,0,0 - 0,480,GRE,8:00
Action shot - Goal,2.0,6,0,GRE,1.0,MANDIC D,1,0 - 1,446,SRB,7:26
Turnover foul,9.0,6,0,GRE,1.0,MOURIKIS K,1,0 - 1,423,GRE,7:03
Steal,6.0,6,0,GRE,1.0,PIJETLOVIC D,1,0 - 1,423,SRB,7:03
Centre shot - Goal,4.0,6,0,GRE,1.0,RANDELOVIC S,2,0 - 2,403,SRB,6:43
Action shot - Goal,6.0,6,0,GRE,1.0,PIJETLOVIC D,3,0 - 3,361,SRB,6:01
Time-Out,,6,0,GRE,1.0,,3,0 - 3,361,GRE,6:01
5m shot - Goal,5.0,6,1,GRE,1.0,FOUNTOULIS I,3,1 - 3,343,GRE,5:43
Turnover foul,6.0,6,1,GRE,1.0,PIJETLOVIC D,3,1 - 3,322,SRB,5:22
Steal,5.0,6,1,GRE,1.0,FOUNTOULIS I,3,1 - 3,322,GRE,5:22
5m shot - Goal,5.0,6,2,GRE,1.0,FOUNTOULIS I,3,2 - 3,296,GRE,4:56
Turnover foul,6.0,6,2,GRE,1.0,PIJETLOVIC D,3,2 - 3,281,SRB,4:41
Centre shot - Saved,10.0,6,2,GRE,1.0,KOLOMVOS C,3,2 - 3,263,GRE,4:23
20 sec. exclusion in centre,8.0,6,2,GRE,1.0,ALEKSIC M,3,2 - 3,240,SRB,4:00
Turnover foul,12.0,6,2,GRE,1.0,VLACHOPOULOS A,3,2 - 3,225,GRE,3:45
Steal,11.0,6,2,GRE,1.0,PRLAINOVIC A,3,2 - 3,225,SRB,3:45
20 sec. exclusion in centre,2.0,6,2,GRE,1.0,GENIDOUNIAS K,3,2 - 3,202,GRE,3:22
Extra player shot - Goal,6.0,6,2,GRE,1.0,PIJETLOVIC D,4,2 - 4,189,SRB,3:09
5m shot - Blocked,6.0,6,2,GRE,1.0,KAPOTSIS M,4,2 - 4,165,GRE,2:45
Centre shot - Goal,7.0,6,2,GRE,1.0,UBOVIC N,5,2 - 5,136,SRB,2:16
20 sec. exclusion in centre,9.0,6,2,GRE,1.0,JAKSIC N,5,2 - 5,116,SRB,1:56
Action shot - Post,11.0,6,2,GRE,1.0,GOUNAS A,5,2 - 5,92,GRE,1:32
Turnover foul,7.0,6,2,GRE,1.0,UBOVIC N,5,2 - 5,74,SRB,1:14
20 sec. exclusion in field,3.0,6,2,GRE,1.0,RASOVIC V,5,2 - 5,57,SRB,0:57
Extra player shot - Goal,12.0,6,3,GRE,1.0,VLACHOPOULOS A,5,3 - 5,55,GRE,0:55
20 sec. exclusion in centre,3.0,6,3,GRE,1.0,DELAKAS E,5,3 - 5,29,GRE,0:29
Time-Out,,6,3,GRE,1.0,,5,3 - 5,29,SRB,0:29
Action shot - Post,11.0,6,3,GRE,1.0,PRLAINOVIC A,5,3 - 5,4,SRB,0:04
Starting goalkeeper,1.0,6,3,GRE,2.0,FLEGKAS K,5,3 - 5,480,GRE,8:00
Starting goalkeeper,1.0,6,3,GRE,2.0,PIJETLOVIC G,5,3 - 5,480,SRB,8:00
Sprint won possession,2.0,6,3,GRE,2.0,GENIDOUNIAS K,5,3 - 5,480,GRE,8:00
Action shot - Saved,10.0,6,3,GRE,2.0,FILIPOVIC F,5,3 - 5,431,SRB,7:11
20 sec. exclusion in centre,4.0,6,3,GRE,2.0,RANDELOVIC S,5,3 - 5,410,SRB,6:50
Extra player shot - Saved,12.0,6,3,GRE,2.0,VLACHOPOULOS A,5,3 - 5,396,GRE,6:36
20 sec. exclusion in centre,8.0,6,3,GRE,2.0,ARGYROPOULOS KANAK,5,3 - 5,375,GRE,6:15
Extra player shot - Goal,8.0,6,3,GRE,2.0,ALEKSIC M,6,3 - 6,360,SRB,6:00
20 sec. exclusion in centre,9.0,6,3,GRE,2.0,JAKSIC N,6,3 - 6,334,SRB,5:34
Extra player shot - Saved,5.0,6,3,GRE,2.0,FOUNTOULIS I,6,3 - 6,315,GRE,5:15
20 sec. exclusion in centre,7.0,6,3,GRE,2.0,PONTIKEAS K,6,3 - 6,293,GRE,4:53
Extra player shot - Missed,12.0,6,3,GRE,2.0,MITROVIC S,6,3 - 6,289,SRB,4:49
Turnover foul,9.0,6,3,GRE,2.0,MOURIKIS K,6,3 - 6,273,GRE,4:33
Steal,4.0,6,3,GRE,2.0,RANDELOVIC S,6,3 - 6,273,SRB,4:33
20 sec. exclusion in centre,5.0,6,3,GRE,2.0,FOUNTOULIS I,6,3 - 6,243,GRE,4:03
Extra player shot - Blocked,10.0,6,3,GRE,2.0,FILIPOVIC F,6,3 - 6,223,SRB,3:43
5m shot - Saved,4.0,6,3,GRE,2.0,DERVISIS G,6,3 - 6,197,GRE,3:17
Time-Out,,6,3,GRE,2.0,,6,3 - 6,197,SRB,3:17
20 sec. exclusion in field,5.0,6,3,GRE,2.0,FOUNTOULIS I,6,3 - 6,186,GRE,3:06
Action shot - Saved,2.0,6,3,GRE,2.0,MANDIC D,6,3 - 6,163,SRB,2:43
Turnover foul,10.0,6,3,GRE,2.0,KOLOMVOS C,6,3 - 6,139,GRE,2:19
Steal,1.0,6,3,GRE,2.0,PIJETLOVIC G,6,3 - 6,139,SRB,2:19
5m shot - Goal,5.0,6,3,GRE,2.0,CUK M,7,3 - 7,118,SRB,1:58
20 sec. exclusion in centre,2.0,6,3,GRE,2.0,MANDIC D,7,3 - 7,99,SRB,1:39
Extra player shot - Goal,2.0,6,4,GRE,2.0,GENIDOUNIAS K,7,4 - 7,81,GRE,1:21
Turnover foul,6.0,6,4,GRE,2.0,PIJETLOVIC D,7,4 - 7,65,SRB,1:05
Time-Out,,6,4,GRE,2.0,,7,4 - 7,64,GRE,1:04
20 sec. exclusion in centre,4.0,6,4,GRE,2.0,RANDELOVIC S,7,4 - 7,43,SRB,0:43
Extra player shot - Missed,4.0,6,4,GRE,2.0,DERVISIS G,7,4 - 7,23,GRE,0:23
Action shot - Saved,10.0,6,4,GRE,2.0,FILIPOVIC F,7,4 - 7,5,SRB,0:05
5m shot - Saved,4.0,6,4,GRE,2.0,DERVISIS G,7,4 - 7,1,GRE,0:01
5m shot - Saved,5.0,6,4,GRE,4.0,FOUNTOULIS I,7,4 - 7,8,GRE,0:08
Starting goalkeeper,1.0,6,4,GRE,3.0,FLEGKAS K,7,4 - 7,480,GRE,8:00
Starting goalkeeper,1.0,6,4,GRE,3.0,PIJETLOVIC G,7,4 - 7,480,SRB,8:00
Sprint won possession,3.0,6,4,GRE,3.0,RASOVIC V,7,4 - 7,480,SRB,8:00
20 sec. exclusion in field,2.0,6,4,GRE,3.0,GENIDOUNIAS K,7,4 - 7,464,GRE,7:44
Action shot - Goal,3.0,6,4,GRE,3.0,RASOVIC V,8,4 - 8,436,SRB,7:16
Action shot - Saved,6.0,6,4,GRE,3.0,KAPOTSIS M,8,4 - 8,409,GRE,6:49
Penalty foul,8.0,6,4,GRE,3.0,ALEKSIC M,8,4 - 8,393,SRB,6:33
Penalty shot - Goal,5.0,6,5,GRE,3.0,FOUNTOULIS I,8,5 - 8,393,GRE,6:33
20 sec. exclusion in field,6.0,6,5,GRE,3.0,KAPOTSIS M,8,5 - 8,370,GRE,6:10
Extra player shot - Missed,2.0,6,5,GRE,3.0,MANDIC D,8,5 - 8,353,SRB,5:53
5m shot - Post,5.0,6,5,GRE,3.0,FOUNTOULIS I,8,5 - 8,324,GRE,5:24
Turnover foul,6.0,6,5,GRE,3.0,PIJETLOVIC D,8,5 - 8,303,SRB,5:03
Turnover foul,10.0,6,5,GRE,3.0,KOLOMVOS C,8,5 - 8,276,GRE,4:36
Steal,6.0,6,5,GRE,3.0,PIJETLOVIC D,8,5 - 8,276,SRB,4:36
Time-Out,,6,5,GRE,3.0,,8,5 - 8,275,SRB,4:35
Action shot - Saved,3.0,6,5,GRE,3.0,RASOVIC V,8,5 - 8,251,SRB,4:11
20 sec. exclusion in field,3.0,6,5,GRE,3.0,RASOVIC V,8,5 - 8,249,SRB,4:09
Time-Out,,6,5,GRE,3.0,,8,5 - 8,249,GRE,4:09
Extra player shot - Saved,10.0,6,5,GRE,3.0,KOLOMVOS C,8,5 - 8,249,GRE,4:09
Extra player shot - Goal,3.0,6,6,GRE,3.0,DELAKAS E,8,6 - 8,236,GRE,3:56
20 sec. exclusion in centre,3.0,6,6,GRE,3.0,DELAKAS E,8,6 - 8,217,GRE,3:37
Action shot - Goal,10.0,6,6,GRE,3.0,FILIPOVIC F,9,6 - 9,196,SRB,3:16
20 sec. exclusion in field,6.0,6,6,GRE,3.0,PIJETLOVIC D,9,6 - 9,169,SRB,2:49
Centre shot - Goal,7.0,6,7,GRE,3.0,PONTIKEAS K,9,7 - 9,146,GRE,2:26
5m shot - Saved,11.0,6,7,GRE,3.0,PRLAINOVIC A,9,7 - 9,130,SRB,2:10
20 sec. exclusion in centre,9.0,6,7,GRE,3.0,JAKSIC N,9,7 - 9,110,SRB,1:50
Exclusion with substitution,9.0,6,7,GRE,3.0,JAKSIC N,9,7 - 9,110,SRB,1:50
5m shot - Post,2.0,6,7,GRE,3.0,GENIDOUNIAS K,9,7 - 9,81,GRE,1:21
Action shot - Saved,10.0,6,7,GRE,3.0,FILIPOVIC F,9,7 - 9,53,SRB,0:53
20 sec. exclusion in centre,7.0,6,7,GRE,3.0,PONTIKEAS K,9,7 - 9,26,GRE,0:26
Extra player shot - Goal,4.0,6,7,GRE,3.0,RANDELOVIC S,10,7 - 10,7,SRB,0:07
5m shot - Saved,5.0,6,7,GRE,3.0,FOUNTOULIS I,10,7 - 10,1,GRE,0:01
Starting goalkeeper,1.0,6,7,GRE,4.0,FLEGKAS K,10,7 - 10,480,GRE,8:00
Starting goalkeeper,1.0,6,7,GRE,4.0,PIJETLOVIC G,10,7 - 10,480,SRB,8:00
Sprint won possession,5.0,6,7,GRE,4.0,CUK M,10,7 - 10,480,SRB,8:00
20 sec. exclusion in centre,4.0,6,7,GRE,4.0,DERVISIS G,10,7 - 10,461,GRE,7:41
Extra player shot - Goal,11.0,6,7,GRE,4.0,PRLAINOVIC A,11,7 - 11,443,SRB,7:23
Action shot - Post,5.0,6,7,GRE,4.0,FOUNTOULIS I,11,7 - 11,419,GRE,6:59
Double exclusion,11.0,6,7,GRE,4.0,GOUNAS A,11,7 - 11,399,GRE,6:39
Double exclusion,10.0,6,7,GRE,4.0,FILIPOVIC F,11,7 - 11,399,SRB,6:39
Action shot - Blocked,11.0,6,7,GRE,4.0,GOUNAS A,11,7 - 11,356,GRE,5:56
20 sec. exclusion in centre,4.0,6,7,GRE,4.0,RANDELOVIC S,11,7 - 11,350,SRB,5:50
Exclusion with substitution,4.0,6,7,GRE,4.0,RANDELOVIC S,11,7 - 11,350,SRB,5:50
Extra player shot - Blocked,11.0,6,7,GRE,4.0,GOUNAS A,11,7 - 11,342,GRE,5:42
Turnover foul,8.0,6,7,GRE,4.0,ALEKSIC M,11,7 - 11,319,SRB,5:19
Steal,4.0,6,7,GRE,4.0,DERVISIS G,11,7 - 11,319,GRE,5:19
Action shot - Goal,12.0,6,8,GRE,4.0,VLACHOPOULOS A,11,8 - 11,291,GRE,4:51
20 sec. exclusion in centre,3.0,6,8,GRE,4.0,DELAKAS E,11,8 - 11,267,GRE,4:27
Exclusion with substitution,3.0,6,8,GRE,4.0,DELAKAS E,11,8 - 11,267,GRE,4:27
Action shot - Saved,11.0,6,8,GRE,4.0,PRLAINOVIC A,11,8 - 11,244,SRB,4:04
Turnover foul,9.0,6,8,GRE,4.0,MOURIKIS K,11,8 - 11,216,GRE,3:36
Steal,10.0,6,8,GRE,4.0,FILIPOVIC F,11,8 - 11,216,SRB,3:36
5m shot - Saved,6.0,6,8,GRE,4.0,PIJETLOVIC D,11,8 - 11,187,SRB,3:07
Action shot - Saved,6.0,6,8,GRE,4.0,KAPOTSIS M,11,8 - 11,158,GRE,2:38
5m shot - Blocked,12.0,6,8,GRE,4.0,MITROVIC S,11,8 - 11,129,SRB,2:09
5m shot - Blocked,2.0,6,8,GRE,4.0,GENIDOUNIAS K,11,8 - 11,101,GRE,1:41
Time-Out,,6,8,GRE,4.0,,11,8 - 11,99,SRB,1:39
5m shot - Missed,10.0,6,8,GRE,4.0,FILIPOVIC F,11,8 - 11,74,SRB,1:14
Action shot - Post,12.0,6,8,GRE,4.0,VLACHOPOULOS A,11,8 - 11,49,GRE,0:49
5m shot - Missed,11.0,6,8,GRE,4.0,PRLAINOVIC A,11,8 - 11,23,SRB,0:23
Time-Out,,6,8,GRE,4.0,,11,8 - 11,23,GRE,0:23
